Area swiggy,Restaurant city swiggy,Restaurant,Price swiggy,Ratings swiggy,Total ratings,Food type swiggy,Customer address swiggy,Delivery time swiggy,_c0,restaurant type,Ratings zomato,Total ratings zomato,Price zomato,online_order,table booking,Food type zomato,Area zomato,Address zomato
Shankarapura,Bangalore,Twiststick House,300.0,4.3,100,"Jain,North Indian,Continental,Fast Food,Italian,Beverages,Thai",Vv Puram,47,6718,Quick Bites,4.1,163,500.0,Yes,No,"Continental, Fast Food, Street Food, Momos",Banashankari,Basavanagudi
Bandra Area,Mumbai,Punjab Grill,900.0,4.3,100,"North Indian,Indian,Biryani,Punjabi,Kebabs,Mughlai,Desserts",Bandra Area,48,4827,Casual Dining,4.8,650,2000.0,Yes,No,North Indian,Whitefield,Whitefield
Basavanagudi,Bangalore,J K Fish Land,300.0,4.1,20,"Coastal,Seafood",Basavanagudi,53,2989,Quick Bites,3.6,35,300.0,Yes,No,"Seafood, Mangalorean",Banashankari,Jayanagar
Ashok Nagar,Bangalore,Chai Point,150.0,4.5,500,"Bakery,Combo,Beverages,Maharashtrian,Snacks,Street Food,South Indian,Punjabi,Fast Food",Church St,36,1291,Beverage Shop,3.8,94,250.0,Yes,No,"Fast Food, Beverages",Marathahalli,Marathahalli
Ashok Nagar,Bangalore,Subway,350.0,4.4,100,"Fast Food,Salads,Snacks,Desserts,Beverages",Ub City,38,5903,Food Court,3.6,12,600.0,Yes,No,"Salad, Fast Food",Bellandur,Bellandur
Varachha,Surat,Sher-E-Punjab,300.0,3.9,20,"North Indian,Chinese",Opp Surat Railway Station,43,5408,Quick Bites,3.1,22,400.0,Yes,No,"North Indian, Chinese",Koramangala 5th Block,BTM
Powai Area,Mumbai,Shalimar,700.0,4.1,100,"Indian,Chinese",Marol,57,5371,Casual Dining,4.0,153,700.0,Yes,No,"North Indian, Chinese, Seafood",Brigade Road,Indiranagar
Raja Bazar,Kolkata,Lazeez Biryani,250.0,3.5,1000,"Biryani,Mughlai",Opposite Hind Mahal,35,3544,Quick Bites,4.0,49,400.0,Yes,No,"North Indian, Chinese, Mughlai, Hyderabadi",Malleshwaram,New BEL Road
Athwa,Surat,Pizza Hut,350.0,3.7,100,"Pizzas,Fast Food",Ghod Dod Road,40,4729,Casual Dining,2.7,434,750.0,Yes,No,"Pizza, Fast Food",Kalyan Nagar,Kalyan Nagar
Raja Annamalai Puram,Chennai,Ciclo Life,500.0,4.5,500,"Salads,Continental,Oriental,Beverages",2Nd Main Rd Govindaswamy Nagar,68,1495,Delivery,2.8,40,400.0,No,No,"Salad, Beverages, Juices",Old Airport Road,Indiranagar
Vastrapur,Ahmedabad,Drunken Monkey,250.0,4.3,20,"Healthy Food,Beverages,Juices",Opp Nehru Park Fountain,39,1934,"Beverage Shop, Quick Bites",3.1,14,400.0,Yes,No,"Beverages, Fast Food",Indiranagar,CV Raman Nagar
Egmore,Chennai,Brownie Heaven,200.0,4.6,20,Desserts,Egmore,37,981,Dessert Parlor,3.9,16,300.0,Yes,No,Desserts,Brigade Road,Koramangala 5th Block
Vijayanagar,Bangalore,Swathi Greenland,400.0,4.4,50,"Chinese,North Indian,Desserts,Andhra,Beverages,Seafood,Punjabi,Hyderabadi",Mc Layout,62,5995,"Casual Dining, Bar",3.7,174,800.0,Yes,No,"Andhra, North Indian, Chinese",Rajajinagar,Vijay Nagar
Bharthana,Surat,Burger King,350.0,4.2,1000,"American,Fast Food",Bhadani Era Vip Road,52,1016,Food Court,3.5,21,600.0,No,No,"Burger, Fast Food, Beverages",Bellandur,Bellandur
Ashok Nagar,Delhi,Dilli Darbar,300.0,3.6,20,"Mughlai,Indian",Tilak Nagar,70,1858,Casual Dining,3.4,372,500.0,Yes,No,"North Indian, Chinese, Biryani",Brookefield,Whitefield
Koregaon Park,Pune,1441 Pizzeria,400.0,3.9,100,"Italian,Pizzas,Pastas,Desserts,Beverages",Koregaon Park,48,13,Casual Dining,4.1,119,800.0,Yes,No,"Pizza, Salad",Basavanagudi,JP Nagar
Santacruz East,Mumbai,Burger King,350.0,4.2,1000,American,Central Plaza Kalina,33,1016,Food Court,3.5,21,600.0,No,No,"Burger, Fast Food, Beverages",Bellandur,Bellandur
Ashok Nagar,Bangalore,Airlines Hotel,500.0,4.3,100,"South Indian,North Indian",Lavelle Road,32,172,Quick Bites,4.0,867,400.0,Yes,No,"South Indian, North Indian, Street Food",Brigade Road,Lavelle Road
Central Bangalore,Bangalore,Taco Bell,300.0,4.2,100,Mexican,Garuda Mall,63,6026,Quick Bites,3.7,168,600.0,Yes,No,"Mexican, American, Fast Food",Bannerghatta Road,Bannerghatta Road
Khairtabad,Hyderabad,Indira Darshini,200.0,4.1,500,"Chinese,South Indian,Fast Food,Hyderabadi",Erramanzal Colony Rd,49,2945,Quick Bites,3.1,6,200.0,No,No,"South Indian, Chinese",MG Road,Cunningham Road
Kalyani Nagar,Pune,Kerala Cafe,800.0,4.0,100,"South Indian,Kerala",Kalyani Nagar,58,3276,Quick Bites,3.2,4,300.0,No,No,"Kerala, South Indian, North Indian",Marathahalli,Kaggadasapura
Toli Chowki,Hyderabad,Ice Magic,250.0,4.5,100,Pizzas,Tolichowki,68,2884,Quick Bites,3.4,6,250.0,No,No,"Ice Cream, Fast Food, Beverages, Burger, Desserts, Juices",New BEL Road,New BEL Road
Ellisbridge,Ahmedabad,Burger King,350.0,4.2,1000,"American,Fast Food",3Rd Eye Ii Ellis Bridge Cg Road,33,1016,Food Court,3.5,21,600.0,No,No,"Burger, Fast Food, Beverages",Bellandur,Bellandur
Koramangala,Bangalore,Nasi And Mee,1200.0,4.6,100,"Pan-Asian,Singaporean,Malaysian,Japanese,Asian,Chinese,Indonesian",Koramangala,61,4190,Casual Dining,4.4,907,1000.0,Yes,Yes,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos",Whitefield,Whitefield
Koramangala,Bangalore,Dalma,197.0,4.2,100,"Oriya,Seafood,Thai",Koramangala 6Th Block,60,1692,Casual Dining,3.9,475,600.0,Yes,No,Oriya,"Byresandra,Tavarekere,Madiwala",Koramangala 6th Block
Chamrajpet,Bangalore,Shree Mahalakshmi Sweets,200.0,4.1,100,"Sweets,Snacks",Chamrajpet,59,5448,Sweet Shop,3.2,8,100.0,Yes,No,"Mithai, Street Food",Banashankari,Banashankari
Thousand Lights,Chennai,Nasi And Mee,1200.0,4.5,500,"Pan-Asian,Singaporean,Malaysian,Japanese,Asian,Thai,Chinese,Indonesian",Nungambakkam,50,4190,Casual Dining,4.4,907,1000.0,Yes,Yes,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos",Whitefield,Whitefield
Royapuram,Chennai,Banana Leaf,300.0,3.8,50,"South Indian,Biryani,Chinese",Royapuram,54,564,Casual Dining,3.5,12,500.0,No,No,Andhra,Indiranagar,Domlur
Malleswaram,Bangalore,D-Zaprino,300.0,3.9,100,"North Indian,Continental,American,Desserts,Fast Food,Italian,Beverages,Seafood",Malleswaram,63,1953,"Takeaway, Delivery",2.8,40,350.0,Yes,No,"Fast Food, Burger, Pizza",Kalyan Nagar,Nagawara
Anna Nagar,Chennai,Cheesy Juicy Burgers,450.0,3.9,50,"Fast Food,Continental",Anna Nagar,60,1355,Quick Bites,3.8,18,500.0,Yes,No,"Burger, Fast Food",HSR,HSR
Umarwada,Surat,Cafe Coffee Day,300.0,4.6,50,"Beverages,Snacks,Desserts",Sahara Darwaja,39,1085,Cafe,2.3,30,900.0,No,No,"Cafe, Fast Food",Brookefield,Brookefield
Kilpauk,Chennai,Juice Junction,150.0,4.6,500,"Juices,Beverages",Kilpauk Garden,54,3072,Beverage Shop,2.8,20,150.0,Yes,No,"Juices, Fast Food","Byresandra,Tavarekere,Madiwala",JP Nagar
Kondhwa,Pune,Hotel Malabar,400.0,3.3,20,"Chinese,North Indian",Kondhwa,80,2709,Quick Bites,3.8,43,250.0,No,No,Kerala,Marathahalli,Kaggadasapura
New Magdalla,Surat,Cookie Man,140.0,2.9,80,"Bakery,Desserts,Australian,Snacks,Cafe",Vr Mall Dumas Road,64,1563,Bakery,3.2,5,150.0,Yes,No,Bakery,Brookefield,Whitefield
Koramangala,Bangalore,Fiero! Pizzeria,400.0,3.9,500,"Pizzas,Italian,Pastas,Desserts,Beverages",Koramangala,57,2097,Quick Bites,4.0,61,400.0,Yes,No,"Italian, Fast Food, Pizza",Koramangala 4th Block,Koramangala 6th Block
Koramangala,Bangalore,The Bier Library,600.0,4.3,50,"Continental,North Indian,Pizzas,American,Mexican,Italian,Beverages",Narayana Reddy Layout,61,6225,"Microbrewery, Casual Dining",4.3,552,2000.0,Yes,Yes,"Continental, North Indian, Pizza, BBQ",Koramangala 4th Block,Koramangala 6th Block
Koramangala,Bangalore,Terra Bites,700.0,4.4,20,"Continental,American,Italian,Mexican",Koramangala 4Th Block,61,6168,"Cafe, Casual Dining",4.0,61,700.0,Yes,No,"Cafe, Italian, Continental","Byresandra,Tavarekere,Madiwala",Koramangala 4th Block
Ashok Nagar,Bangalore,Chianti,1250.0,4.7,50,"Italian,Pizzas,Salads,Pastas,Desserts",Ramanashree Arcade,46,1381,Casual Dining,4.4,280,1500.0,No,Yes,Italian,Church Street,MG Road
Kodihalli,Bangalore,Chai Days,200.0,4.4,1000,"Beverages,Snacks,Combo,Bakery",100Ft Road,53,1281,Cafe,4.4,105,200.0,Yes,No,"Cafe, Tea, Beverages, Fast Food",Indiranagar,Indiranagar
Rohini,Delhi,Barista,350.0,3.5,20,"Beverages,Snacks,Desserts",Unity One Mall Rohini,44,614,Cafe,3.2,11,300.0,No,No,Cafe,Indiranagar,CV Raman Nagar
Srirampura,Bangalore,Karnataka Biryani Point,250.0,4.1,100,Biryani,Rajajinagar,47,3232,Quick Bites,2.8,40,200.0,Yes,No,Biryani,Malleshwaram,Malleshwaram
Indiranagar,Bangalore,Biryani Khazana,250.0,3.7,50,Biryani,Indiranagar,59,822,"Takeaway, Delivery",3.0,10,600.0,Yes,No,Biryani,Indiranagar,Indiranagar
Ashok Nagar,Bangalore,The Bar Stock Exchange,800.0,2.9,80,"Chinese,North Indian,Continental,Pan-Asian,Thai",St. Marks Road,39,6214,"Pub, Casual Dining",4.2,634,1300.0,No,No,"Continental, Chinese, North Indian, Finger Food",Lavelle Road,St. Marks Road
Ashok Nagar,Bangalore,The Flying Squirrel,450.0,2.9,80,Cafe,Central Bangalore,40,6342,Cafe,4.0,24,450.0,No,No,"Cafe, Bakery, Beverages, Burger, Continental",Brigade Road,Brigade Road
Saki Naka,Mumbai,Supreme Biryani,200.0,3.0,100,"Biryani,Chinese",Marol Sakinaka,48,5945,Delivery,3.3,18,400.0,Yes,No,Biryani,Bellandur,South Bangalore
Anna Nagar,Chennai,Omleterian,250.0,4.3,50,"Healthy Food,Snacks",Anna Nagar East,67,4494,Delivery,3.3,4,200.0,Yes,No,"American, Continental",Brookefield,Whitefield
Nungambakkam,Chennai,Crisp Cafe,400.0,4.6,20,"North Indian,Italian,Beverages,Juices,Ice Cream,Pizzas,Desserts,Pastas,Cafe",Kothari Road,58,1614,"Cafe, Casual Dining",4.0,97,1100.0,No,No,"Salad, Cafe, Continental, Steak, Italian, Burger, Desserts, Pizza",Indiranagar,Indiranagar
Darulshifa,Hyderabad,Pista House,200.0,4.1,1000,Bakery  Pizzas  Haleem,Naya Pool   Charminar,37,4720,Casual Dining,4.0,334,,No,No,"North Indian, Biryani",Frazer Town,Frazer Town
Wanwadi,Pune,Swad Punjab Da,350.0,4.1,20,"North Indian,Chinese",Shivarkar Road,65,5973,Quick Bites,3.7,41,150.0,Yes,No,North Indian,Bannerghatta Road,BTM
Annanagar East,Chennai,Silver Spoon,500.0,4.3,100,"North Indian,South Indian,Indian,Grill,Arabian,Kebabs,Tandoor",Anna Nagar East,64,5508,"Casual Dining, Bar",3.3,4,800.0,No,No,"North Indian, Chinese, Continental",Lavelle Road,Majestic
Agarkar Nagar,Pune,Sagar,550.0,4.6,20,"North Indian,South Indian,Chinese",Camp,31,5165,Casual Dining,3.6,101,500.0,No,No,"South Indian, North Indian, Chinese",Rajajinagar,Vijay Nagar
Thousand Lights,Chennai,Taco Bell,300.0,4.3,500,Mexican,Express Avenue,53,6026,Quick Bites,3.7,168,600.0,Yes,No,"Mexican, American, Fast Food",Bannerghatta Road,Bannerghatta Road
Victoria Layout,Bangalore,Hyderabad Biryaani House,499.0,4.3,100,Indian,Central Bangalore,35,2841,Casual Dining,3.5,374,550.0,Yes,No,"Biryani, North Indian, Chinese",Brookefield,Whitefield
Koramangala,Bangalore,Punjabi Unplugged,300.0,3.9,500,"North Indian,Chinese,Indian,Mughlai",Koramangala 1St Block,54,4863,Quick Bites,2.8,40,500.0,Yes,No,North Indian,Bannerghatta Road,Bannerghatta Road
Kondhwa,Pune,Biryani Bowl,400.0,3.1,20,"Biryani,North Indian",Paud Road Kothrud,73,806,Kiosk,3.3,10,550.0,No,No,"Biryani, Andhra",Whitefield,Whitefield
Shaniwar Peth,Pune,The Good Bowl,400.0,4.4,50,"North Indian,Punjabi,Biryani,Combo,Chinese,Beverages,Desserts,Jain,Indian,Hyderabadi,Mughlai",Shanivarpeth,33,6362,"Takeaway, Delivery",2.8,40,500.0,Yes,No,"Italian, North Indian, Biryani",Rajajinagar,Jayanagar
Santacruz East,Mumbai,The Good Bowl,400.0,4.2,50,"North Indian,Punjabi,Biryani,Combo,Chinese,Beverages,Desserts,Jain,Indian,Hyderabadi,Mughlai",Bkc Fc,37,6362,"Takeaway, Delivery",2.8,40,500.0,Yes,No,"Italian, North Indian, Biryani",Rajajinagar,Jayanagar
Ellisbridge,Ahmedabad,The Good Bowl,400.0,4.1,100,"North Indian,Punjabi,Biryani,Combo,Chinese,Beverages,Desserts,Jain,Indian,Hyderabadi,Mughlai",C G Road,30,6362,"Takeaway, Delivery",2.8,40,500.0,Yes,No,"Italian, North Indian, Biryani",Rajajinagar,Jayanagar
Rohini,Delhi,The Good Bowl,400.0,4.2,50,"North Indian,Punjabi,Biryani,Combo,Chinese,Beverages,Desserts,Jain,Indian,Hyderabadi,Mughlai",Sector 8,40,6362,"Takeaway, Delivery",2.8,40,500.0,Yes,No,"Italian, North Indian, Biryani",Rajajinagar,Jayanagar
Gandhi Nagar,Bangalore,Fishland,500.0,4.4,50,"Seafood,North Indian,Chinese",Majestic,44,2120,Casual Dining,4.2,302,500.0,No,No,"Seafood, North Indian, Chinese",Lavelle Road,Majestic
Koramangala,Bangalore,Darjeeling Hot Momos,250.0,4.2,100,Chinese,Koramangala,52,1701,Quick Bites,,40,300.0,No,No,"Momos, Fast Food",Koramangala 6th Block,Koramangala 5th Block
Shivaji Nagar,Hyderabad,Eagles Pizza,150.0,4.0,500,Pizzas,S.P.Road  Secunderabad,63,1959,Casual Dining,3.6,14,400.0,Yes,No,"Pizza, Italian","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
Baranagar,Kolkata,Tandoor Box,300.0,4.3,1000,"Tandoor,Kebabs,Combo,Mughlai,North Indian,Thalis",Dumdum,71,6053,Casual Dining,3.5,69,850.0,Yes,No,"Mughlai, North Indian, Biryani",Brookefield,Brookefield
Alwarpet,Chennai,Gongura,350.0,3.1,20,"Biryani,Andhra",Cenotaph Road,64,2392,"Food Court, Casual Dining",2.6,51,500.0,No,No,"Andhra, North Indian, South Indian",Whitefield,Whitefield
Rohini,Delhi,Lazeez Biryani,200.0,2.9,80,Indian,Sector-7,46,3544,Quick Bites,4.0,49,400.0,Yes,No,"North Indian, Chinese, Mughlai, Hyderabadi",Malleshwaram,New BEL Road
J.C.Nagar,Bangalore,Shawarma Time,150.0,4.3,50,Arabian,J C Nagar,48,5402,Quick Bites,3.7,78,300.0,Yes,No,Arabian,Indiranagar,Ulsoor
New Malakpet,Hyderabad,Taco Bell,300.0,3.8,500,Mexican,L&T Mall Malakpet,37,6026,Quick Bites,3.7,168,600.0,Yes,No,"Mexican, American, Fast Food",Bannerghatta Road,Bannerghatta Road
Domlur,Bangalore,Andhra Mess,250.0,3.7,100,"Andhra,South Indian,Biryani,Chinese,Hyderabadi",2Nd Main Rd Ak Colony,57,356,Mess,2.8,17,400.0,Yes,No,"Andhra, Biryani, Chinese",Brookefield,Brookefield
Malleshwaram,Bangalore,Brahmins' Thatte Idli,150.0,4.4,500,"South Indian,Combo",Vyalikaval,48,945,Quick Bites,3.9,126,100.0,Yes,No,South Indian,Rajajinagar,Rajajinagar
Powai Area,Mumbai,Oh! Calcutta,800.0,4.4,100,Bengali,Powai Area,58,4468,"Casual Dining, Bar",4.4,1105,1200.0,Yes,Yes,"Bengali, Seafood",Brigade Road,Church Street
Taltala,Kolkata,Silver Spoon,400.0,3.9,100,"Chinese,Tibetan",Mcleod Street,52,5508,"Casual Dining, Bar",3.3,4,800.0,No,No,"North Indian, Chinese, Continental",Lavelle Road,Majestic
Rohini,Delhi,Biryani Empire,300.0,3.0,20,"Indian,Chinese",Shiva Road Sector 7,38,812,Quick Bites,3.0,8,400.0,Yes,No,Biryani,New BEL Road,New BEL Road
Shivaji Nagar,Bangalore,Bhagatram Sweets,250.0,3.9,100,"Indian,Chinese,North Indian,Snacks",Central Bangalore,36,707,Quick Bites,3.4,225,300.0,No,No,"Street Food, Mithai",Lavelle Road,Commercial Street
Malleshwaram,Bangalore,The Fast Food,150.0,4.3,50,Indian,Malleshwaram,61,6332,Quick Bites,3.9,66,150.0,Yes,No,"South Indian, Fast Food",Rajajinagar,Malleshwaram
Alwarpet,Chennai,Havmor,300.0,4.7,100,"Ice Cream,Desserts",Alwarpet,55,2571,Dessert Parlor,3.5,21,200.0,Yes,No,"Ice Cream, Desserts",Bannerghatta Road,JP Nagar
Wilson Garden,Bangalore,Karavali Kolimane,400.0,3.7,20,"South Indian,Chinese,Seafood,Tandoor,North Indian",Shantinagar,52,3219,Quick Bites,3.7,28,350.0,Yes,No,"Mangalorean, Chinese, North Indian",Basavanagudi,Wilson Garden
Shivaji Nagar,Bangalore,Blue Tokai Coffee Roasters,800.0,4.7,50,"Healthy Food,American,Lebanese,Mediterranean,European,Juices,Middle Eastern",Central Bangalore,38,885,Cafe,2.8,40,400.0,Yes,No,"Cafe, Coffee","Byresandra,Tavarekere,Madiwala",Koramangala 8th Block
Tollygunge,Kolkata,Food Point,150.0,3.4,100,"Biryani,Snacks,Tandoor",Jadavpur Zone,93,2193,Casual Dining,3.2,167,450.0,No,No,North Indian,Brookefield,Whitefield
Sadashiv Peth,Pune,Rolls Mania,200.0,4.3,100,Fast Food,Swargate,34,5067,Quick Bites,3.7,32,450.0,Yes,No,"Fast Food, Rolls","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block
Adajan Patiya,Surat,Behrouz Biryani,500.0,4.4,100,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Nr Navyug College Rander Road,51,664,Delivery,3.9,114,650.0,Yes,No,Biryani,MG Road,Residency Road
Central Bangalore,Bangalore,Kadamba Foodline,400.0,2.9,80,South Indian,Central Bangalore,47,3151,Casual Dining,3.7,28,400.0,Yes,No,"Chinese, North Indian, South Indian",Indiranagar,Ulsoor
Old Washermanpet,Chennai,Spicy Tadka,300.0,4.3,20,"Chinese,Indian,Italian,Mexican",Royapettah,59,5697,Delivery,3.5,47,400.0,No,No,"North Indian, Chinese, Bengali",Electronic City,Electronic City
Andheri East,Mumbai,Taste Of Kolkata,250.0,3.8,100,"Biryani,North Indian,Fast Food,Juices,Beverages",Sahar Airport Road,50,6097,Quick Bites,3.1,59,400.0,Yes,No,"Bengali, Chinese, Rolls",Bannerghatta Road,BTM
Indiranagar,Bangalore,Milano Ice Cream,200.0,4.7,500,"Ice Cream,Desserts",Indiranagar,51,3935,Dessert Parlor,4.5,197,400.0,No,No,"Ice Cream, Desserts",Basavanagudi,Jayanagar
Khokhra,Ahmedabad,Food Zone,200.0,4.3,20,"North Indian,Snacks",Maninagar,47,2206,Quick Bites,3.4,308,300.0,Yes,No,"North Indian, Chinese",Brookefield,Marathahalli
Ashok Nagar,Bangalore,Crazy Pizza,400.0,2.9,80,"Fast Food,Italian",Magrath Rd Ashok Nagar,48,1597,"Food Court, Quick Bites",3.4,5,400.0,No,No,"Pizza, Fast Food",Rajajinagar,Malleshwaram
Shivaji Nagar,Bangalore,Royal Restaurant,300.0,3.8,100,"Chinese,North Indian,Tandoor ,indian",Central Bangalore,38,5106,Quick Bites,3.2,7,200.0,No,No,"North Indian, Chinese",Brigade Road,Shivajinagar
Erandwane,Pune,Slurpy Shakes,200.0,4.4,100,"Beverages,Ice Cream,Desserts",Kothrud,47,5564,Beverage Shop,3.5,8,300.0,Yes,No,Beverages,Brookefield,Whitefield
Erandwane,Pune,Indiana Burgers,200.0,4.2,50,"American,Fast Food,Beverages,Healthy Food",Kothrud,53,2939,Delivery,3.1,16,300.0,Yes,No,Burger,Marathahalli,Brookefield
University Area,Ahmedabad,The Chocolate Heaven,300.0,2.9,80,Desserts,Navrangpura,44,6288,"Dessert Parlor, Cafe",2.8,40,600.0,No,No,"Desserts, Cafe",Brigade Road,Commercial Street
Frazer Town,Bangalore,Hotel Zam Zam,250.0,2.9,80,"Biryani,North Indian,Chinese",Geddalahalli,64,2776,Quick Bites,3.1,30,300.0,Yes,No,"North Indian, Chinese",Frazer Town,Hennur
Indiranagar,Bangalore,Bangalore Mandarin,800.0,4.3,500,Chinese,Indiranagar,51,589,Casual Dining,4.2,764,1100.0,Yes,No,"Chinese, Seafood",Brookefield,Whitefield
Mylapore,Chennai,Food Point,200.0,4.2,20,"Juices,Snacks",Mylapore,56,2193,Casual Dining,3.2,167,450.0,No,No,North Indian,Brookefield,Whitefield
Ashok Nagar,Bangalore,Aubree,800.0,4.3,100,"Desserts,Bakery",Central Bangalore,29,487,"Cafe, Bakery",3.2,5,400.0,Yes,No,"Cafe, Bakery",Residency Road,Shivajinagar
Purasaiwakkam,Chennai,Faasos,200.0,4.2,100,"Combo,Snacks,Beverages,Desserts,Indian",Purasaiwakkam,46,2051,Delivery,3.8,101,500.0,Yes,No,"North Indian, Biryani, Fast Food",Brigade Road,Vasanth Nagar
Purasaiwakkam,Chennai,Behrouz Biryani,500.0,4.2,100,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Purasaiwakkam,48,664,Delivery,3.9,114,650.0,Yes,No,Biryani,MG Road,Residency Road
Purasaiwakkam,Chennai,Firangi Bake,400.0,4.3,50,"Italian,Mexican,Pastas",Purasaiwakkam,51,2106,Delivery,3.8,53,600.0,Yes,No,"Mexican, Italian",Rajajinagar,Rajajinagar
Purasaiwakkam,Chennai,The Good Bowl,400.0,4.2,50,"North Indian,Punjabi,Biryani,Combo,Chinese,Beverages,Desserts,Jain,Indian,Hyderabadi,Mughlai",Purasaiwakkam,46,6362,"Takeaway, Delivery",2.8,40,500.0,Yes,No,"Italian, North Indian, Biryani",Rajajinagar,Jayanagar
Powai,Mumbai,Chai Point,150.0,4.4,500,Bakery  Combo  Beverages  Maharashtrian  Snacks  Street Food  South Indian  Punjabi  Fast Food,Opp. Nirali Hospital,52,1291,Beverage Shop,3.8,94,250.0,Yes,No,"Fast Food, Beverages",Marathahalli,Marathahalli
Erandwane,Pune,Behrouz Biryani,500.0,4.2,100,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Erandwane,45,664,Delivery,3.9,114,650.0,Yes,No,Biryani,MG Road,Residency Road
Guru Nanak Nagar,Pune,Gelato Italiano,150.0,2.9,80,Desserts,Kumar Pacific Mall,48,2338,Dessert Parlor,2.9,17,200.0,Yes,No,"Ice Cream, Bakery, Desserts",Church Street,Ulsoor
Thousand Lights,Chennai,Fresh Pressery Cafe,500.0,4.5,500,"Healthy Food,Cafe,Desserts",Royapettah,49,2252,Cafe,4.1,137,1200.0,Yes,No,"Cafe, Healthy Food, Salad, Beverages, Desserts","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Abids,Hyderabad,Faasos,200.0,4.0,50,"Combo,Snacks,Beverages,Desserts",Abids,37,2051,Delivery,3.8,101,500.0,Yes,No,"North Indian, Biryani, Fast Food",Brigade Road,Vasanth Nagar
Abids,Hyderabad,Behrouz Biryani,500.0,3.8,100,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Abids,36,664,Delivery,3.9,114,650.0,Yes,No,Biryani,MG Road,Residency Road
Abids,Hyderabad,Firangi Bake,400.0,3.9,50,"Italian,Mexican,Pastas",Abids,39,2106,Delivery,3.8,53,600.0,Yes,No,"Mexican, Italian",Rajajinagar,Rajajinagar
Abids,Hyderabad,The Good Bowl,400.0,3.9,50,North Indian  Punjabi  Biryani  Combo  Chinese  Beverages  Desserts  Jain  Indian  Hyderabadi  Mughlai,Abids,37,6362,"Takeaway, Delivery",2.8,40,500.0,Yes,No,"Italian, North Indian, Biryani",Rajajinagar,Jayanagar
Bidhannagar,Kolkata,Haveli,1200.0,4.0,50,Indian,Salt Lake,73,2569,Casual Dining,3.6,22,300.0,No,No,"North Indian, Chinese",Indiranagar,Thippasandra
Chembur,Mumbai,Food And You,300.0,2.9,80,"Beverages,Fast Food,Juices",Chembur,56,2167,Quick Bites,3.8,89,300.0,No,No,"North Indian, Gujarati","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
New Malakpet,Hyderabad,Burger King,350.0,4.1,1000,"American,Fast Food",Metro Rail Mall Multiplex,36,1016,Food Court,3.5,21,600.0,No,No,"Burger, Fast Food, Beverages",Bellandur,Bellandur
Vastrapur,Ahmedabad,Taco Bell,300.0,3.8,500,Mexican,Ahmedabad One Mall,56,6026,Quick Bites,3.7,168,600.0,Yes,No,"Mexican, American, Fast Food",Bannerghatta Road,Bannerghatta Road
Alwarpet,Chennai,Grow Fit,300.0,4.2,500,"Healthy Food,North Indian,Combo",Alwarpet,64,2459,Delivery,3.8,36,500.0,Yes,No,"Healthy Food, North Indian, Thai",HSR,HSR
Powai,Mumbai,Noodle Bar,550.0,2.9,80,Chinese  Continental,Powai,58,4394,Casual Dining,4.0,1070,1400.0,No,Yes,"Chinese, Momos",Whitefield,Whitefield
Indiranagar,Bangalore,Just Shawarma,180.0,3.9,100,Arabian,Indiranagar,53,3103,Kiosk,3.9,176,300.0,Yes,No,Arabian,Electronic City,Electronic City
Balavinayagar Nagar,Chennai,Mumbai Kulfi,150.0,4.4,50,"Ice Cream,Snacks,Beverages",Mmda Colony Balavinayagar Nagar,64,4080,Dessert Parlor,3.7,61,100.0,Yes,No,"Ice Cream, Desserts",Electronic City,Electronic City
Saki Naka,Mumbai,Taco Bell,300.0,3.8,100,Mexican,Pmc Mall,50,6026,Quick Bites,3.7,168,600.0,Yes,No,"Mexican, American, Fast Food",Bannerghatta Road,Bannerghatta Road
Elgin,Kolkata,Gelato Italiano,150.0,2.9,80,"Desserts,Ice Cream",Emami Market,61,2338,Dessert Parlor,2.9,17,200.0,Yes,No,"Ice Cream, Bakery, Desserts",Church Street,Ulsoor
Koramangala,Bangalore,154 Breakfast Club,1000.0,4.4,100,"Continental,American",Koramangala,61,15,Cafe,4.0,1509,900.0,Yes,Yes,"Cafe, Continental","Byresandra,Tavarekere,Madiwala",Koramangala 3rd Block
Kestopur,Kolkata,Desi Chinese,350.0,4.2,100,Chinese,Kestopur,73,1797,Delivery,3.6,37,400.0,Yes,No,"Chinese, North Indian",Marathahalli,East Bangalore
Navsari Bazaar,Surat,Biryani Junction,155.0,3.0,100,Indian,Athwa,32,821,Quick Bites,2.3,298,450.0,Yes,No,"Biryani, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Bommanahalli
